Frame,Latency_ms
548,25.5058
549,25.0330
550,24.7056
551,24.8282
552,24.6923
553,24.1587
554,25.7558
555,24.6182
556,25.2613
557,25.3815
558,26.3479
559,26.5611
560,26.3414
561,23.8182
562,24.6909
563,24.4428
564,24.3215
565,25.1636
566,24.2612
567,24.6242
568,24.0198
569,24.6574
570,24.1181
571,23.7074
572,23.9522
573,24.8542
574,22.7015
575,24.9761
576,24.5494
577,27.5541
578,25.0557
579,25.4749
580,24.9836
581,25.2562
582,23.5844
583,26.3591
584,23.4256
585,24.5634
586,23.8022
587,25.1650
588,24.1040
589,24.2461
590,27.8973
591,25.3836
592,23.9890
593,24.5626
594,25.2756
595,23.7383
596,23.3205
597,25.5834
598,25.2043
599,25.3526
600,24.9814
601,25.1792
602,24.3930
603,25.8201
604,24.9597
605,25.1111
606,24.4761
607,23.8560
608,26.2539
609,25.3243
610,24.3103
611,23.4128
612,25.7451
613,25.7696
614,23.7582
615,24.8672
616,26.8979
617,25.0598
618,24.9807
619,24.4042
620,25.5807
621,25.7690
622,24.9922
623,24.8030
624,23.3284
625,26.8197
626,25.0363
627,25.9319
628,23.5638
629,24.1734
630,26.6001
631,27.1785
632,24.6859
633,25.7939
634,25.5609
635,24.1145
636,24.7717
637,24.4919
638,23.7344
639,24.7064
640,23.5339
641,25.9711
642,25.6835
643,24.9141
644,26.3602
645,26.4047
646,23.9991
647,24.9523
648,23.5687
649,25.4009
650,25.8532
651,26.9869
652,24.6401
653,26.9133
654,24.0812
655,26.2178
656,26.1961
657,23.2090
658,24.3548
659,27.0641
660,26.8738
661,24.8725
662,25.7068
663,26.8178
664,27.7077
665,27.0453
666,26.8453
667,26.2493
668,25.7520
669,24.3923
670,24.1322
671,23.9864
672,25.1975
673,24.8866
674,24.9183
675,24.6576
676,25.1991
677,24.7445
678,25.0123
679,25.4289
680,25.2092
681,25.3501
682,26.1339
683,25.5003
684,25.0023
685,25.5322
686,25.9583
687,25.2434
688,24.8727
689,25.8504
690,25.5123
691,25.6330
692,23.8376
693,24.9130
694,23.7146
695,26.7347
696,25.2779
697,24.7225
698,23.7540
699,25.7662
700,25.4434
701,26.1975
702,24.7603
703,25.2394
704,24.9117
705,24.7191
706,23.6121
707,24.7410
708,25.7643
709,23.8767
710,23.2230
711,24.7580
712,24.7127
713,25.8916
714,26.5152
715,25.6992
716,26.3111
717,24.3624
718,24.2021
719,26.0411
720,25.4687
721,24.0737
722,24.9672
723,25.2449
724,24.3788
725,25.0168
726,26.1297
727,27.6368
728,25.3763
729,24.2277
730,26.0749
731,25.3033
732,26.1157
733,23.2869
734,27.3936
735,24.6221
736,25.5149
737,26.9020
738,25.0114
739,25.6737
740,27.0462
741,26.4102
742,25.9234
743,25.6232
744,24.3692
745,23.9518
746,24.9258
747,25.3981
748,25.4214
749,24.5409
750,24.7802
751,25.5050
752,29.4861
753,26.2008
754,24.6491
755,25.1078
756,24.9495
757,25.2628
758,26.2065
759,27.8953
760,25.9488
761,27.6344
762,25.1630
763,26.6857
764,25.7305
765,27.3003
766,25.8873
767,25.3183
768,26.3208
769,27.9521
770,25.7635
771,26.2396
772,25.1813
773,27.4406
774,25.4075
775,23.8191
776,24.6311
777,24.2066
778,25.6695
779,25.2780
780,26.8558
781,23.9959
782,24.7935
783,24.2006
784,26.1850
785,25.7639
786,24.8344
787,24.2810
788,26.9525
789,23.7203
790,24.4345
791,23.5400
792,25.3827
793,24.1578
794,23.8758
795,24.4112
796,24.5442
797,25.5822
798,25.9560
799,24.0338
800,25.1398
801,23.6988
802,24.8003
803,23.8918
804,23.7864
805,23.2432
806,24.7331
807,25.5173
808,25.5684
809,25.8492
810,25.3987
811,26.0497
812,23.8500
813,24.3444
814,24.6151
815,25.1247
816,25.7249
817,25.0798
818,24.1858
819,24.7458
820,25.0524
821,24.5158
822,25.2494
823,27.1833
824,24.7459
825,24.7171
826,24.0856
827,24.7173
828,24.1348
829,25.5985
830,23.0492
831,26.8684
832,30.1786
833,25.5770
834,24.9614
835,25.1277
836,23.7208
837,24.3990
838,24.8351
839,25.7096
840,23.2712
841,24.4664
842,24.2721
843,23.1312
844,24.1912
845,23.5028
846,24.8463
847,24.8134
848,23.9807
849,23.8896
850,23.8698
851,25.2945
852,24.6146
853,23.8857
854,25.2495
855,24.3496
856,28.6448
857,23.6897
858,25.2583
859,25.9097
860,24.8091
861,25.4154
862,25.5641
863,27.3729
864,24.6635
865,23.4237
866,25.7979
867,26.7825
868,24.9551
869,24.7393
870,23.8343
871,26.8089
872,25.6819
873,25.4140
874,27.2998
875,26.9625
876,24.6327
877,24.5669
878,23.4862
879,25.6935
880,23.4585
881,24.9088
882,25.4678
883,25.1201
884,24.8200
885,24.3057
886,24.1812
887,26.9050
888,24.0394
889,24.1605
890,24.5873
891,25.8169
892,23.6635
893,24.4586
894,23.7459
895,25.1731
896,25.3834
897,24.7210
898,24.4838
899,24.2921
900,25.1558
901,25.2180
902,25.1761
903,24.4140
904,26.7665
905,25.2024
906,23.9281
907,24.4333
908,25.8174
909,24.2578
910,25.5574
911,23.8523
912,25.3332
913,25.6643
914,23.6839
915,26.9251
916,24.1016
917,24.4278
918,25.8120
919,25.8161
920,25.2166
921,25.4244
922,25.5712
923,24.3872
924,24.0426
925,24.2771
926,29.3273
927,25.8233
928,26.2690
929,27.3129
930,23.1990
931,24.1777
932,25.5290
933,26.1760
934,23.8870
935,26.7341
936,29.3852
937,23.3640
938,24.4360
939,25.7737
940,24.4540
941,26.1016
942,23.9692
943,24.4197
944,24.1652
945,23.8958
946,27.8310
947,25.2374
948,24.2050
949,25.0626
950,23.2061
951,25.3680
952,24.2794
953,26.7357
954,26.4722
955,27.9952
956,22.8171
957,26.5126
958,23.9390
959,24.0770
960,25.5194
961,24.9059
962,24.0416
963,24.2481
964,25.3285
965,25.2662
966,26.4202
967,24.7058
968,24.9690
969,25.9352
970,26.2321
971,25.6714
972,24.8350
973,26.4139
974,27.4698
975,26.2056
976,30.6437
977,30.0007
978,25.6742
979,25.1414
980,24.1709
981,24.9236
982,23.3303
983,24.7759
984,24.6670
985,24.0384
986,24.4974
987,25.0667
988,24.5182
989,27.6140
990,22.9083
991,25.1922
992,24.3629
993,24.8165
994,24.6936
995,25.8036
996,24.6053
997,24.5266
998,22.3239
999,23.5585
1000,22.3189
1001,25.2874
1002,23.0603
1003,24.7695
1004,25.2051
1005,26.4804
1006,24.0049
1007,28.3648
1008,24.6219
1009,25.9069
1010,23.6232
1011,23.6378
1012,25.0018
1013,27.5320
1014,26.2675
1015,23.6126
1016,24.3402
1017,25.9371
1018,25.5256
1019,24.0859
1020,25.1431
1021,23.5766
1022,22.9157
1023,23.0625
1024,23.2643
1025,24.6724
1026,24.0079
1027,23.4360
1028,24.7017
1029,24.8171
1030,27.7604
1031,25.2969
1032,23.9368
1033,23.8039
1034,24.3139
1035,24.7682
1036,23.0095
1037,26.0412
1038,24.4662
1039,24.5657
1040,23.2174
1041,26.3211
1042,25.6159
1043,24.5198
1044,24.6026
1045,24.7279
1046,24.9709
1047,24.2913
1048,24.8835
1049,23.9205
1050,22.9529
1051,25.3148
1052,24.6865
1053,24.4144
1054,24.3412
1055,26.4892
1056,25.0374
1057,25.1929
1058,24.4161
1059,25.9914
1060,23.5877
1061,24.7566
1062,24.2713
1063,25.7026
1064,24.7084
1065,25.1374
1066,24.2449
1067,25.7368
1068,26.0655
1069,25.0639
1070,25.9762
1071,26.7307
1072,24.5671
1073,25.8821
1074,25.3371
1075,30.1979
1076,25.8538
1077,25.6023
1078,26.7895
1079,25.1018
1080,24.7995
1081,25.5732
1082,27.5024
1083,26.2435
1084,24.3015
1085,23.8261
1086,23.9489
1087,25.1154
1088,28.3966
1089,27.7391
1090,26.3322
1091,27.1777
1092,26.6610
1093,24.3073
1094,24.3422
1095,25.5943
1096,24.4373
1097,23.5687
1098,48.9137
1099,27.8572
1100,25.3639
1101,26.1413
1102,28.4238
1103,27.1618
1104,24.9019
1105,24.6762
1106,25.0128
1107,26.6053
1108,28.9410
1109,25.2280
1110,25.4527
1111,26.5250
1112,25.7588
1113,26.1751
1114,23.5962
1115,25.5804
1116,24.4109
1117,23.8754
1118,24.1055
1119,25.1509
1120,27.4979
1121,25.5224
1122,26.0109
1123,24.6103
1124,26.1394
1125,26.7188
1126,26.3328
1127,24.2131
1128,23.6244
1129,25.2203
1130,24.4263
1131,25.0336
1132,24.3554
1133,26.4653
1134,26.1719
1135,25.5946
1136,24.3530
1137,24.1771
1138,24.2708
1139,25.5864
1140,25.1629
1141,26.5331
1142,25.6780
1143,25.6845
1144,25.1668
1145,25.2583
1146,24.8274
1147,24.4044
1148,24.6654
1149,25.9183
1150,25.9127
1151,26.4349
1152,25.6737
1153,26.6379
1154,24.2718
1155,23.1865
1156,25.7588
1157,27.1305
1158,25.4648
1159,25.3644
1160,25.6717
1161,24.9412
1162,30.4234
1163,27.2810
1164,24.7264
1165,25.5972
1166,24.8475
1167,26.5643
1168,24.2782
1169,24.5835
1170,25.4483
1171,26.6891
1172,27.3368
1173,29.3458
1174,25.7643
1175,28.5232
1176,25.7335
1177,26.3831
1178,27.2014
1179,26.7375
1180,26.4044
1181,25.3854
1182,26.1449
1183,25.8740
1184,25.4194
1185,24.3226
1186,23.0142
1187,25.8514
1188,25.7155
1189,24.6605
1190,25.7217
1191,26.8513
1192,25.0832
1193,24.3038
1194,24.7371
1195,25.5088
1196,25.9134
1197,25.4288
1198,27.2945
1199,24.1549
1200,24.7068
1201,25.0165
1202,24.8905
1203,25.9542
1204,24.7257
1205,24.6643
1206,26.2608
1207,23.2722
1208,24.9864
1209,25.2285
1210,24.8207
1211,25.3112
1212,26.7694
1213,26.1741
1214,24.6815
1215,26.2373
1216,26.1277
1217,24.9427
1218,25.3737
1219,26.8476
1220,25.4952
1221,24.6221
1222,30.5513
1223,26.0850
1224,24.8796
1225,24.1423
1226,24.3928
1227,26.9528
1228,24.5421
1229,25.4830
1230,23.9462
1231,24.8926
1232,24.9330
1233,26.0354
1234,24.5707
1235,28.1896
1236,24.2439
1237,26.1763
1238,25.3917
1239,25.1861
1240,24.5411
1241,25.1019
1242,24.8651
1243,25.0509
1244,24.6574
1245,25.4130
1246,26.8183
1247,28.1910
1248,25.1679
1249,24.6585
1250,25.9796
1251,25.7696
1252,26.2672
1253,26.1556
1254,26.2313
1255,27.1635
1256,23.7581
1257,25.1846
1258,25.8060
1259,24.6469
1260,24.9489
1261,24.7621
1262,26.1434
1263,25.9314
1264,25.0893
1265,25.1205
1266,26.2533
1267,25.7196
1268,25.3901
1269,28.7371
1270,29.8453
1271,27.6546
1272,25.7799
1273,25.9169
1274,23.3340
1275,25.1388
1276,26.3060
1277,25.5074
1278,26.3170
1279,25.5064
1280,26.8038
1281,26.9845
1282,29.3581
1283,27.9052
1284,25.4886
1285,26.5690
1286,24.4530
1287,24.8365
1288,25.4023
1289,26.0986
1290,23.2549
1291,26.4124
1292,24.6300
1293,25.6801
1294,25.3788
1295,25.8117
1296,25.6291
1297,25.7284
1298,26.2729
1299,24.6659
1300,25.8841
1301,28.2271
1302,27.3131
1303,26.0791
1304,25.0414
1305,26.4005
1306,27.2871
1307,26.2806
1308,25.1718
1309,27.9307
1310,23.1854
1311,25.8160
1312,25.7223
1313,28.0127
1314,26.5122
1315,32.8475
1316,26.3989
1317,25.9877
1318,26.6135
1319,25.5298
1320,26.0305
1321,25.3999
1322,27.6726
1323,26.1119
1324,26.4097
1325,25.2373
1326,24.4825
1327,23.8791
1328,26.8520
1329,27.9324
1330,26.9008
1331,26.2491
1332,25.4365
1333,26.5854
1334,24.5294
1335,26.2598
1336,24.9547
1337,25.9778
1338,27.2247
1339,26.2942
1340,27.1409
1341,25.1963
1342,29.5289
1343,26.9053
1344,25.5825
1345,27.1146
1346,25.8821
1347,29.0693
1348,26.9275
1349,25.8601
1350,24.5423
1351,25.9305
1352,27.4415
1353,24.7601
1354,23.8197
1355,26.8032
1356,26.1595
1357,25.8485
1358,25.1564
1359,27.8325
1360,25.3486
1361,26.3821
1362,26.5324
1363,25.6668
1364,24.2469
1365,25.8762
1366,24.9797
1367,27.2806
1368,24.8300
1369,25.6259
1370,26.8591
1371,28.9485
1372,27.4814
1373,28.5307
1374,27.1935
1375,26.5452
1376,26.9649
1377,28.2223
1378,24.8769
1379,26.0883
1380,25.7391
1381,25.4816
1382,26.3611
1383,25.4433
1384,26.2018
1385,26.0172
1386,25.1061
1387,25.4192
1388,25.1524
1389,25.0898
1390,26.5571
1391,23.7721
1392,25.0075
1393,24.2598
1394,24.0242
1395,25.0098
1396,26.6537
1397,27.7385
1398,25.6273
1399,26.8279
1400,25.3559
1401,27.1898
1402,27.4090
1403,25.8434
1404,25.0055
1405,25.6429
1406,25.3340
1407,27.2885
1408,24.4116
1409,25.0325
1410,26.4283
1411,27.6459
1412,25.0736
1413,24.4402
1414,24.5104
1415,26.2928
1416,26.4791
1417,26.9702
1418,25.0600
1419,27.7794
1420,26.4597
1421,27.9709
1422,25.7743
1423,27.4182
1424,26.4084
1425,27.9158
1426,25.0046
1427,26.5338
1428,25.4446
1429,25.0389
1430,25.6818
1431,29.1803
1432,25.1242
1433,25.7890
1434,26.5860
1435,24.3720
1436,24.2374
1437,25.9443
1438,26.8266
1439,24.1291
1440,26.4238
1441,25.5834
1442,25.1070
1443,25.4921
1444,28.8747
1445,26.1821
1446,25.5322
1447,33.8068
1448,26.9052
1449,25.0643
1450,25.0807
1451,25.7970
1452,24.5238
1453,27.4524
1454,26.4606
1455,25.8114
1456,24.7058
1457,26.0749
1458,25.0920
1459,26.1168
1460,26.0757
1461,26.6267
1462,30.8365
1463,28.3913
1464,24.9276
1465,24.9458
1466,26.4472
1467,27.4185
1468,25.9592
1469,28.2405
1470,27.8550
1471,24.7492
1472,25.8387
1473,25.1026
1474,24.1151
1475,27.4073
1476,27.8165
1477,28.2441
1478,27.5409
1479,28.7922
1480,26.2412
1481,26.2520
1482,26.4273
1483,25.4562
1484,24.5713
1485,26.0521
1486,26.0842
1487,26.0099
1488,26.4692
1489,24.8044
1490,24.4311
1491,26.9361
1492,25.2295
1493,26.3419
1494,25.3034
1495,25.2527
1496,24.9897
1497,26.1514
1498,26.8811
1499,26.1768
1500,27.9463
1501,25.9808
1502,27.1097
1503,25.7335
1504,25.5015
1505,26.7733
1506,24.2574
1507,25.8551
1508,27.6673
1509,27.0489
1510,24.8645
1511,26.2003
1512,26.0751
1513,25.7428
1514,28.2485
1515,25.4951
1516,23.7947
1517,25.3080
1518,26.5653
1519,24.3524
1520,26.3927
1521,26.1149
1522,24.6412
1523,26.6035
1524,25.6369
1525,25.7865
1526,25.6704
1527,25.6420
1528,24.0405
1529,26.3774
1530,24.2313
1531,27.3146
1532,26.7485
1533,25.1436
1534,25.4008
1535,25.7531
1536,33.6112
1537,27.2549
1538,25.2770
1539,27.3078
1540,25.8537
1541,25.6982
1542,23.9668
1543,28.3891
1544,25.5767
1545,25.9838
1546,25.0517
1547,27.3594
1548,26.8651
1549,26.1832
1550,25.5897
1551,26.5025
1552,26.7317
1553,26.4913
1554,27.2276
1555,25.4490
1556,27.5762
1557,26.3694
1558,27.3565
1559,27.8782
1560,24.4360
1561,24.6614
1562,28.1157
1563,27.2939
1564,26.4185
1565,26.0138
1566,26.7317
1567,24.6463
1568,25.3722
1569,24.7123
1570,26.7308
1571,25.2499
1572,26.2355
1573,27.2770
1574,28.1804
1575,25.9716
1576,25.0287
1577,25.6902
1578,24.1706
1579,26.9439
1580,24.6098
1581,26.7883
1582,25.7306
1583,27.9736
1584,25.5065
1585,25.0745
1586,25.5311
1587,26.1527
1588,26.4775
1589,26.4288
1590,22.8640
1591,26.2879
1592,26.8240
1593,25.2445
1594,25.4553
1595,24.4284
1596,25.7359
1597,24.9385
1598,25.6332
1599,26.0464
1600,24.8445
1601,25.7248
1602,26.2046
1603,28.0434
1604,26.6261
1605,27.5231
1606,23.4172
1607,26.3816
1608,27.0252
1609,26.1786
1610,26.3126
1611,24.4779
1612,24.7253
1613,29.1802
1614,26.3203
1615,26.1221
1616,24.2119
1617,25.8684
1618,25.7622
1619,25.9146
1620,28.7006
1621,24.7558
1622,25.8035
1623,28.3672
1624,28.0912
1625,26.1306
1626,25.0313
1627,26.0091
1628,26.3907
1629,26.3871
1630,26.1794
1631,25.8713
1632,25.3902
1633,24.4954
1634,26.1379
1635,26.5025
1636,28.3032
1637,23.7460
1638,25.4186
1639,25.0406
1640,28.5850
1641,26.3289
1642,27.9409
1643,25.8222
1644,26.0756
1645,25.8935
1646,24.7870
1647,27.9818
1648,25.9003
1649,26.0824
1650,25.1231
1651,27.2295
1652,24.5777
1653,26.6328
1654,26.3038
1655,26.3572
1656,25.1009
1657,24.8205
1658,24.7689
1659,26.7197
1660,25.3435
1661,26.4960
1662,26.0307
1663,26.9981
1664,26.2968
1665,25.5034
1666,25.0142
1667,28.0877
1668,26.7460
1669,25.0304
1670,27.1755
1671,28.0803
1672,25.8024
1673,30.1048
1674,26.3985
1675,24.8490
1676,25.6633
1677,31.8829
1678,27.0564
1679,25.8304
1680,25.6338
1681,27.7449
1682,26.5929
1683,24.9604
1684,24.3847
1685,24.9657
1686,25.1048
1687,25.4867
1688,26.4454
1689,25.8673
1690,25.4816
1691,24.5544
1692,25.9518
1693,25.6236
1694,27.6845
1695,25.9759
1696,24.6998
1697,25.8078
1698,24.4864
1699,24.3694
1700,25.3741
1701,27.3839
1702,29.8511
1703,27.6313
1704,26.1453
1705,25.3776
1706,25.1073
1707,26.0384
1708,23.7828
1709,25.1864
1710,24.9436
1711,26.4780
1712,23.8751
1713,26.1324
1714,24.5022
1715,27.0259
1716,24.7957
1717,25.8052
1718,24.4989
1719,24.2810
1720,25.1822
1721,26.0543
1722,24.3070
1723,25.9998
1724,26.1159
1725,25.3611
1726,26.3245
1727,26.3447
1728,24.6485
1729,25.4143
1730,26.4733
1731,25.0027
1732,24.9771
1733,25.8452
1734,24.0202
1735,25.5423
1736,23.8506
1737,25.5705
1738,27.6307
1739,25.7691
1740,24.9054
1741,24.6602
1742,25.8180
1743,24.9590
1744,27.6710
1745,23.8754
1746,24.2972
1747,26.0351
1748,25.6449
1749,24.8954
1750,24.6289
1751,25.7999
1752,23.6321
1753,24.6605
1754,24.2345
1755,24.9959
1756,27.0467
1757,23.9223
1758,27.3628
1759,26.4775
1760,27.4251
1761,25.5787
1762,26.3198
1763,26.8735
1764,24.3757
1765,26.2485
1766,25.5418
1767,26.6957
1768,26.7269
1769,28.6655
1770,35.0276
1771,27.2425
1772,26.6895
1773,28.6018
1774,24.6241
1775,27.8632
1776,26.7215
1777,25.1484
1778,26.4556
1779,26.5480
1780,25.5020
1781,28.1639
1782,24.2860
1783,27.0755
1784,25.2032
1785,26.7188
1786,26.0391
1787,25.2546
1788,25.2733
1789,26.8635
1790,27.6123
1791,26.6753
1792,28.2659
1793,29.2954
1794,25.7999
1795,25.6958
1796,25.3262
1797,28.5427
1798,24.3124
1799,23.5430
1800,24.6629
1801,25.7406
1802,25.1320
1803,25.4880
1804,24.6810
1805,26.1139
1806,26.1899
1807,25.3013
1808,27.6320
1809,24.8526
1810,26.1417
1811,26.4657
1812,24.4296
1813,24.3538
1814,25.5410
1815,26.2608
1816,26.5090
1817,26.1636
1818,25.1883
1819,25.9280
1820,26.7882
1821,24.7341
1822,26.3467
1823,26.7549
1824,24.2990
1825,24.4536
1826,28.4480
1827,31.0241
1828,22.9900
1829,23.8334
1830,25.0867
1831,25.9002
1832,24.7195
1833,25.1670
1834,24.3363
1835,25.5591
1836,23.5927
1837,25.4508
1838,25.9185
1839,25.7075
1840,24.9150
1841,26.1185
1842,24.8974
1843,27.0309
1844,25.3719
1845,29.3276
1846,25.6232
1847,26.0354
1848,25.2388
1849,27.3845
1850,27.9357
1851,26.5931
1852,25.8817
1853,25.5556
1854,27.1115
1855,26.4113
1856,26.7072
1857,24.4405
1858,25.7783
1859,26.3631
1860,26.2997
1861,25.8776
1862,25.2739
1863,24.9248
1864,26.2016
1865,25.0177
1866,26.3496
1867,26.2274
1868,25.2120
1869,28.1075
1870,26.1979
1871,24.9114
1872,26.0606
